id,title,description,availability,condition,price,sale_price,link,image_link,brand,item_group_id,color,size,material,product_type,additional_image_link,mpn,gender,age_group
"c382cb87-33a6-4c6b-9fef-246491cd3612","Violet Border Kavi Single Mundu (2Mtre)","100% Pure Cotton 2 More Length for a comfortable, elegant drape Traditional Kavi (Saffron) Colour Soft, breathable & comfortable fabric Authentic traditional Kerala style Suitable for festive occasions & daily wear Lightweight and easy to maintain","in stock","new","460.00 INR","414.00 INR","https://khadivasthra.com/product/violet-border-kavi-single-mundu-2mtre/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1788880423323.png","Khadi Vasthra","","","","100% Cotton","Kavi Mundu","","","unisex","adult"
"a460c843-ab24-4049-9453-7f54758099bb","BB Cotton Shirt  - Cream / XL","BB Cotton Shirt","in stock","new","1299.00 INR","1169.00 INR","https://khadivasthra.com/product/bb-cotton-shirt/?color=Cream&size=XL","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bb-cotton-shirt-color/1786624261642.jpg","Khadi Vasthra","c4470440-9cd9-416f-9186-b246b13777f9","Cream","XL","100% Cotton"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bb-cotton-shirt/1786624275005.jpg,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bb-cotton-shirt/1786624275648.jpg","KV-BB-COT-CRE-XL","unisex","adult"
"bc3c000e-852a-4175-ac65-2fa7e2b1794e","BB Cotton Shirt  - Cream / S","BB Cotton Shirt","in stock","new","1299.00 INR","1169.00 INR","https://khadivasthra.com/product/bb-cotton-shirt/?color=Cream&size=S","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bb-cotton-shirt-color/1786624261642.jpg","Khadi Vasthra","c4470440-9cd9-416f-9186-b246b13777f9","Cream","S","100% Cotton"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bb-cotton-shirt/1786624275005.jpg,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bb-cotton-shirt/1786624275648.jpg","KV-BB-COT-CRE-S","unisex","adult"
"cb58928b-bf77-42c6-b01a-e66193a06915","Orange Kara White Double Mundu","Orange Kara White Double Mundu","in stock","new","840.00 INR","756.00 INR","https://khadivasthra.com/product/orange-kara-white-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1775999506288.jpg","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1775999509588.jpg","","unisex","adult"
"cc049b97-4b60-4c6a-829e-a6f7285c3391","Green and Yellow Kara Double White Mundu","Green and Yellow Kara Double White Mundu","in stock","new","1390.00 INR","1251.00 INR","https://khadivasthra.com/product/green-and-yellow-kara-double-white-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1776000409934.jpg","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","","","unisex","adult"
"311f5e52-2b5b-487a-97ab-c270ef849c8b","BG Cotton Printed Shirt - Beige / M","BG Cotton Printed Shirt","in stock","new","1299.00 INR","1169.00 INR","https://khadivasthra.com/product/bg-cotton-printed-shirt/?color=Beige&size=M","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bg-cotton-printed-shirt-color/1786595173027.png","Khadi Vasthra","cc45ed40-e7a4-4ae6-a978-1c500ba192e1","Beige","M","100% Cotton"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bg-cotton-printed-shirt-color/1786595173910.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786595102232.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786595107321.png","KV-BG-COT-BEI-M","unisex","adult"
"69438ba3-4fcc-483b-9d65-77bf9235e95d","BG Cotton Printed Shirt - Beige / L","BG Cotton Printed Shirt","in stock","new","1299.00 INR","1169.00 INR","https://khadivasthra.com/product/bg-cotton-printed-shirt/?color=Beige&size=L","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bg-cotton-printed-shirt-color/1786595173027.png","Khadi Vasthra","cc45ed40-e7a4-4ae6-a978-1c500ba192e1","Beige","L","100% Cotton"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bg-cotton-printed-shirt-color/1786595173910.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786595102232.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786595107321.png","KV-BG-COT-BEI-L","unisex","adult"
"818edd42-40d8-46fe-a1f2-d29e6f65e66a","BG Cotton Printed Shirt - Beige / XL","BG Cotton Printed Shirt","in stock","new","1299.00 INR","1169.00 INR","https://khadivasthra.com/product/bg-cotton-printed-shirt/?color=Beige&size=XL","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bg-cotton-printed-shirt-color/1786595173027.png","Khadi Vasthra","cc45ed40-e7a4-4ae6-a978-1c500ba192e1","Beige","XL","100% Cotton"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bg-cotton-printed-shirt-color/1786595173910.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786595102232.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786595107321.png","KV-BG-COT-BEI-XL","unisex","adult"
"c46ce67d-9579-43ec-b388-a09d296f46b9","BG Cotton Printed Shirt - Beige / S","BG Cotton Printed Shirt","in stock","new","1299.00 INR","1169.00 INR","https://khadivasthra.com/product/bg-cotton-printed-shirt/?color=Beige&size=S","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bg-cotton-printed-shirt-color/1786595173027.png","Khadi Vasthra","cc45ed40-e7a4-4ae6-a978-1c500ba192e1","Beige","S","100% Cotton"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/bg-cotton-printed-shirt-color/1786595173910.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786595102232.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786595107321.png","KV-BG-COT-BEI-S","unisex","adult"
"ccf56223-d88a-4193-bfac-03e785e46727","Blue Kara Cream Double Mundu","Premium Cream Colour Double Dhoti With Blue","out of stock","new","1150.00 INR","1035.00 INR","https://khadivasthra.com/product/bluekara0-cream-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/cream-colour-double-dhoti-3/1771331350832.jpg","Khadi Vasthra","","","","100%","Offwhite Double Mundu(4 Mtr)","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/cream-colour-double-dhoti-3/1771331209685.jpg","","unisex","adult"
"cf6cb8a5-0922-4d21-97eb-d354c7e47399","Mullothu Set-Mundu (women's Wear)","Mullothu Set-Mundu (women's Wear)","in stock","new","1190.00 INR","1071.00 INR","https://khadivasthra.com/product/mullothu-set-mundu-women-s-wear/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774638880567.jpg","Khadi Vasthra","","","","100% Cotton"," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774638883996.jpg","","female","adult"
"d33bc8c8-eaa7-45bc-bcb5-6a14c642230f","Blue Border Handloom Cotton  Double Mundu(4.10Mtr)","Blue Border Handloom Cotton Double Mundu(4.10Mtr)","in stock","new","1250.00 INR","1000.00 INR","https://khadivasthra.com/product/blue-border-handloom-cotton-double-mundu-4-10mtr/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786815350031.png","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786815357755.png","","unisex","adult"
"d3742655-952a-460f-afdc-5f6a072e6098","Dark Kavi with Black Border(2 Mt)","100% Pure Cotton 2 More Length for a comfortable, elegant drape Traditional Kavi (Saffron) Colour Soft, breathable & comfortable fabric Authentic traditional Kerala style Suitable for festive occasions & daily wear Lightweight and easy to maintain","in stock","new","440.00 INR","396.00 INR","https://khadivasthra.com/product/dark-kavi-with-black-border-2-mt/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1788879558213.png","Khadi Vasthra","","","","","Single Mundu","","","unisex","adult"
"d3bb65e3-c9cc-4a7b-aff0-d5292d9828c7","Grey Border Single White Mundu(2M)","Grey Border Single White Mundu(2M)","in stock","new","400.00 INR","360.00 INR","https://khadivasthra.com/product/grey-border-single-white-mundu-2m/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784998309459.png","Khadi Vasthra","","","","100% Cotton","Single Mundu","","","unisex","adult"
"d4d9e5f4-becb-4296-95da-457eef818533","Ambari Set saree with Embroidery and hand Painted Premium Set Saree","Cotton Set Saree with Embroidery and Hand Painting","in stock","new","1950.00 INR","1658.00 INR","https://khadivasthra.com/product/ambari-set-saree-with-embroidery-and-hand-painted-premium-set-saree/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785419801169.png","Khadi Vasthra","","","","100% Cotton","Set Saree","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785419806615.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785419807827.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785419809452.png","","female","adult"
"d8b84fdc-4646-4afc-abd4-241ddea1b610","2 Mtr Khadi Cotton Shirt ","KHADI COTTON – SHIRT BIT * 100% Pure Khadi Cotton * 2 Metres Length * 58 Inch Width * Suitable for Half-Sleeve & Full-Sleeve Shirts * Lightweight & Breathable * Natural Khadi Texture & Finish *Pre-wash Before Stitching to account for natural shrinkage","in stock","new","540.00 INR","486.00 INR","https://khadivasthra.com/product/2-mtr-khadi-cotton-shirt/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1789642472880.png","Khadi Vasthra","","","","100% Cotton","Shirt Bit","","","unisex","adult"
"e338c823-1d96-42b2-a00b-0c2ab36b8501","Purple Kara Offwhite Handloom Double Mundu ","Purple Kara Offwhite Handloom Double Mundu","in stock","new","1240.00 INR","1116.00 INR","https://khadivasthra.com/product/purple-kara-offwhite-handloom-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1776681046894.jpg","Khadi Vasthra","","","","100% Cotton","Offwhite Double Mundu(4 Mtr)","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1776681050997.jpg","","unisex","adult"
"e4ce418d-4990-4896-8d89-8257c5e6b1d8","Poovu SetMundu (Womens Wear)","Cotton Body , NEriya Kasavu Lines and Flower Screen Prints","in stock","new","1090.00 INR","872.00 INR","https://khadivasthra.com/product/poovu-setmundu-womens-wear/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785421472430.png","Khadi Vasthra","","","","100% Cotton"," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785421478040.png","","female","adult"
"e4d23d77-1558-49b1-adc5-7575649aa4bc","Royal Petal Tissue Set Saree","Hand Painted Flower Designer Tissue Set Sarees","in stock","new","1994.00 INR","1396.00 INR","https://khadivasthra.com/product/royal-petal-tissue-set-saree/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785841901978.png","Khadi Vasthra","","","","Cotton and Zari","Set Saree","","","female","adult"
"c139894c-8596-4dd1-93f0-3905a26539f9","BEYE Cotton Shirt - Off-White / S","BEYE Cotton Shirt","out of stock","new","1299.00 INR","1169.00 INR","https://khadivasthra.com/product/beye-cotton-shirt/?color=Off-White&size=S","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/beye-cotton-shirt-color/1786624774555.jpg","Khadi Vasthra","e71d072a-4f1b-4966-a7a5-3a4ae36e3f0f","Off-White","S","100% cotton"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786624720356.jpg,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786624720966.jpg","KV-BEYE-C-OFF-S","unisex","adult"
"e7acba8a-2586-477c-b488-c9e217b30c24","Skygreen and Golden Border 4.5 Mtr Offwhite Double Mundu","Pure Cotton Dhothi perfect for Highwaist , Tall Men","in stock","new","1485.00 INR","1040.00 INR","https://khadivasthra.com/product/skygreen-and-golden-border-4-5-mtr-offwhite-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784389301679.png","Khadi Vasthra","","","","100% Cotton","4.5m Double Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784389307507.png","","unisex","adult"
"ea226ad7-3eb1-4556-8671-4e51338b865c","Fire Orange Silver Border 4.15 mtr white Double Mundu","Pure Cotton Dhothi perfect for Highwaist , Tall Men","in stock","new","1485.00 INR","1040.00 INR","https://khadivasthra.com/product/fire-orange-silver-border-4-15-mtr-white-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784389584275.png","Khadi Vasthra","","","","100% Cotton","4.5m Double Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784389587706.png","","unisex","adult"
"eb722848-632d-44b6-bd85-c0698afe31ed","Green and silver line Border Handloom Offwhite Mundu","Green Border Handloom Offwhite Mundu","in stock","new","1485.00 INR","1337.00 INR","https://khadivasthra.com/product/green-border-handloom-offwhite-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1776681547418.jpg","Khadi Vasthra","","","","100% Cotton","Offwhite Double Mundu(4 Mtr)","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1776681553135.jpg","","unisex","adult"
"ecb1b96f-232d-41fc-830a-63078a70d67f","Grey Khadi Full Sleeve Shirt","Grey Khadi Shirt","in stock","new","1050.00 INR","945.00 INR","https://khadivasthra.com/product/grey-khadi-shirt/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774938625822.png","Khadi Vasthra","","","","100% Cotton"," Shirts","","","unisex","adult"
"ed57b5c7-6481-4818-b0db-2bd94522ad87","Purple and Golden Kara Double white Mundu","Purple Kara Double white Mundu","in stock","new","1340.00 INR","1206.00 INR","https://khadivasthra.com/product/purple-and-golden-kara-double-white-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1776000592516.jpg","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","","","unisex","adult"
"f09363ad-e09d-4379-a3ca-0e89d952c207"," Grey Lungi (2M)","Grey Lungi (2M)","in stock","new","360.00 INR","324.00 INR","https://khadivasthra.com/product/grey-lungi-2m/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/grey-lungi-2m/1789116177733.png","Khadi Vasthra","","","","100% Cotton","Single Mundu","","","unisex","adult"
"f2abcc80-a694-41fb-beba-015d53cf4d6c","Peacock Green Border Single White Mundu (2 M)","Peacock Green Border Single White Mundu (2 M)","in stock","new","400.00 INR","360.00 INR","https://khadivasthra.com/product/peacock-green-border-single-white-mundu-2-m/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784998143338.png","Khadi Vasthra","","","","100% Cotton","Single Mundu","","","unisex","adult"
"f336d7c7-dbe1-4ecd-a91c-f9d174db6212","Yellow Border Handloom Cotton White Mundu","Yellow Border Handloom Cotton White Mundu","in stock","new","1250.00 INR","1000.00 INR","https://khadivasthra.com/product/yellow-border-handloom-cotton-white-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786815522905.png","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786815527775.png","","unisex","adult"
"84c3922c-490d-4e66-a0bd-d75bfc67905c","Orange Hibiscus Garden Tissue Set Saree - Violet Print / 6M","Orange Hibiscus Garden Tissue Set Saree","in stock","new","2000.00 INR","1400.00 INR","https://khadivasthra.com/product/orange-hibiscus-garden-tissue-set-saree/?color=Violet+Print&size=6M","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/orange-hibiscus-garden-tissue-set-saree-color/1785842899962.png","Khadi Vasthra","f6593e1c-f83b-47b9-b173-1a54a9182acf","Violet Print","6M","Zari and Cotton","Set Saree","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/orange-hibiscus-garden-tissue-set-saree-color/1785842901214.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785842749269.png","KV-ORANGE-VIO-6M","female","adult"
"b84b0abb-20b2-4d02-a3af-c0ed8e196d2a","Orange Hibiscus Garden Tissue Set Saree - Orange Print / 6M","Orange Hibiscus Garden Tissue Set Saree","in stock","new","2000.00 INR","1400.00 INR","https://khadivasthra.com/product/orange-hibiscus-garden-tissue-set-saree/?color=Orange+Print&size=6M","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/orange-hibiscus-garden-tissue-set-saree-color/1785842884756.png","Khadi Vasthra","f6593e1c-f83b-47b9-b173-1a54a9182acf","Orange Print","6M","Zari and Cotton","Set Saree","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/orange-hibiscus-garden-tissue-set-saree-color/1785842886055.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785842749269.png","KV-ORANGE-ORA-6M","female","adult"
"f8c97695-9064-4304-bf25-38a935df28ec","Multi Line Peach and golden Kara 4.15 Mtre Double Mundu","Pure Cotton Dhothi perfect for Highwaist , Tall Men","out of stock","new","1485.00 INR","1040.00 INR","https://khadivasthra.com/product/multi-line-peach-and-golden-kara-4-15-mtre-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784388958679.png","Khadi Vasthra","","","","100% Cotton","4.5m Double Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784388963352.png","","unisex","adult"
"f982645c-330a-46e7-8774-f08bafedcd9b","Tissue Printed Saree","Tissue Saree with Prints","in stock","new","1830.00 INR","1464.00 INR","https://khadivasthra.com/product/tissue-printed-saree/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785420568842.png","Khadi Vasthra","","","","Cotton + Zari","Set Saree","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785420573190.png","","female","adult"
"fc5dcebd-00f8-4274-8918-3b71c98bd828","Dark Green Single Colour Mundu","Dark Green Single Colour Mundu","out of stock","new","360.00 INR","324.00 INR","https://khadivasthra.com/product/dark-green-single-colour-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1789629904436.png","Khadi Vasthra","","","","","Single Mundu","","","unisex","adult"
"fe026d9c-d9ef-41a1-8f2b-fe4d3846f375","Green beige Khadi Cotton Shirt Bite","KHADI COTTON – SHIRT BIT * 100% Pure Khadi Cotton * 2 Metres Length * 58 Inch Width * Suitable for Half-Sleeve & Full-Sleeve Shirts * Lightweight & Breathable * Natural Khadi Texture & Finish *Pre-wash Before Stitching to account for natural shrinkage","in stock","new","540.00 INR","486.00 INR","https://khadivasthra.com/product/green-beige-khadi-cotton-shirt-bite/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1789646507098.png","Khadi Vasthra","","","","100% Cotton","Shirt Bit","","","unisex","adult"
"fe5d2498-1ae3-48a7-b31a-0374041defdf","Black Border Kavi","Black Flower Border Kavi","in stock","new","460.00 INR","414.00 INR","https://khadivasthra.com/product/black-border-kavi-2/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1772033817506.jpg","Khadi Vasthra","","","","100% Cotton","Kavi Mundu","","","unisex","adult"
"ff514c4b-646a-45aa-81e9-0e5651a97abd","Dark lined L Kavi Mundu","Dark lined L Kavi","in stock","new","390.00 INR","351.00 INR","https://khadivasthra.com/product/dark-lined-l-kavi-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1775308769641.jpg","Khadi Vasthra","","","","100% Cotton","Kavi Mundu","","","unisex","adult"
